Date,Open,High,Low,Close,Adj Close,Volume
2018-07-19,371.059998,375.750000,363.000000,364.230011,364.230011,16878700
2018-07-20,364.920013,370.500000,360.140015,361.049988,361.049988,15096700
2018-07-23,359.149994,363.899994,353.600006,362.660004,362.660004,11505200
2018-07-24,366.940002,367.399994,354.559998,357.320007,357.320007,12851500
2018-07-25,357.570007,363.279999,355.649994,362.869995,362.869995,8467800
2018-07-26,358.190002,365.540009,356.630005,363.089996,363.089996,6993700
2018-07-27,366.850006,367.000000,351.649994,355.209991,355.209991,8949500
2018-07-30,351.929993,352.029999,334.019989,334.959991,334.959991,18260700
2018-07-31,331.510010,342.500000,328.000000,337.450012,337.450012,14085400
2018-08-01,335.869995,344.410004,334.019989,338.380005,338.380005,7790500
2018-08-02,337.230011,345.000000,334.709991,344.500000,344.500000,7131300
2018-08-03,347.750000,347.859985,338.480011,343.089996,343.089996,8848400
2018-08-06,342.869995,351.980011,341.739990,350.920013,350.920013,8198100
2018-08-07,353.230011,357.309998,349.010010,351.829987,351.829987,7970900
2018-08-08,352.209991,352.290009,346.609985,347.609985,347.609985,5394700
2018-08-09,347.959991,352.440002,345.820007,349.359985,349.359985,4820300
2018-08-10,346.910004,349.100006,344.420013,345.869995,345.869995,4328400
2018-08-13,339.890015,347.190002,339.070007,341.309998,341.309998,6888900
2018-08-14,342.089996,342.410004,336.250000,337.489990,337.489990,5805200
2018-08-15,334.029999,335.500000,321.000000,326.399994,326.399994,11784500
2018-08-16,329.899994,331.170013,321.209991,322.440002,322.440002,6689700
2018-08-17,319.010010,324.369995,312.959991,316.779999,316.779999,10407900
2018-08-20,314.640015,331.600006,310.929993,327.730011,327.730011,13591100
2018-08-21,331.000000,341.500000,329.700012,338.019989,338.019989,14783200
2018-08-22,338.489990,346.209991,337.410004,344.440002,344.440002,8930700
2018-08-23,348.109985,350.079987,337.649994,339.170013,339.170013,11336400
2018-08-24,346.000000,359.149994,344.540009,358.820007,358.820007,14729100
2018-08-27,367.149994,374.489990,360.000000,364.579987,364.579987,17427300
2018-08-28,367.230011,369.989990,360.380005,368.489990,368.489990,9222600
2018-08-29,367.200012,369.859985,362.910004,368.040009,368.040009,8118700
2018-08-30,365.000000,376.809998,363.540009,370.980011,370.980011,10981000
2018-08-31,370.660004,376.000000,367.079987,367.679993,367.679993,7943400
2018-09-04,366.470001,368.880005,361.260010,363.600006,363.600006,7605200
2018-09-05,360.000000,363.390015,335.829987,341.179993,341.179993,13092800
2018-09-06,347.440002,356.000000,341.989990,346.459991,346.459991,13050200
2018-09-07,342.200012,355.750000,341.250000,348.679993,348.679993,9105800
2018-09-10,352.269989,352.500000,343.079987,348.410004,348.410004,5752200
2018-09-11,344.670013,356.149994,343.899994,355.929993,355.929993,6198100
2018-09-12,359.079987,370.429993,356.239990,369.950012,369.950012,10480800
2018-09-13,371.910004,374.089996,366.839996,368.149994,368.149994,8366100
2018-09-14,368.549988,371.089996,363.459991,364.559998,364.559998,4756400
2018-09-17,364.220001,367.329987,349.570007,350.350006,350.350006,7071900
2018-09-18,353.670013,368.149994,351.559998,367.649994,367.649994,10414000
2018-09-19,373.950012,377.609985,359.170013,366.959991,366.959991,11876800
2018-09-20,370.260010,370.260010,363.170013,365.359985,365.359985,6768100
2018-09-21,366.589996,372.220001,360.739990,361.190002,361.190002,11930600
2018-09-24,359.000000,373.640015,354.329987,369.609985,369.609985,9322500
2018-09-25,370.230011,371.339996,364.489990,369.429993,369.429993,6799800
2018-09-26,373.589996,382.000000,370.880005,377.880005,377.880005,13799700
2018-09-27,379.869995,383.200012,376.000000,380.709991,380.709991,7326200
2018-09-28,379.239990,380.799988,373.730011,374.130005,374.130005,7114900
2018-10-01,375.850006,386.109985,375.589996,381.429993,381.429993,8376600
2018-10-02,384.380005,386.799988,373.829987,377.140015,377.140015,8638700
2018-10-03,378.529999,380.929993,374.880005,377.049988,377.049988,5798600
2018-10-04,375.880005,375.920013,360.399994,363.649994,363.649994,9074400
2018-10-05,359.769989,363.500000,343.000000,351.350006,351.350006,13523000
2018-10-08,345.179993,352.950012,338.109985,349.100006,349.100006,12375500
2018-10-09,348.480011,358.720001,347.089996,355.709991,355.709991,8755000
2018-10-10,353.519989,355.149994,325.390015,325.890015,325.890015,17183100
2018-10-11,324.940002,334.200012,315.809998,321.100006,321.100006,16082100
2018-10-12,339.570007,341.299988,328.899994,339.559998,339.559998,14870800
2018-10-15,337.630005,339.209991,326.929993,333.130005,333.130005,11215000
2018-10-16,337.239990,347.950012,330.559998,346.399994,346.399994,20156400
2018-10-17,378.329987,380.000000,356.500000,364.700012,364.700012,32610900
2018-10-18,360.670013,362.200012,346.049988,346.709991,346.709991,18461000
2018-10-19,351.000000,355.799988,332.200012,332.670013,332.670013,16717200
2018-10-22,333.100006,335.799988,320.339996,329.540009,329.540009,17097200
2018-10-23,318.000000,336.579987,316.769989,333.160004,333.160004,14907300
2018-10-24,332.279999,333.000000,300.730011,301.829987,301.829987,19039300
2018-10-25,307.119995,319.940002,305.250000,312.869995,312.869995,13346900
2018-10-26,300.510010,313.989990,292.299988,299.829987,299.829987,19616000
2018-10-29,305.260010,307.890015,275.399994,284.839996,284.839996,21698800
2018-10-30,275.570007,290.519989,271.209991,285.809998,285.809998,23685700
2018-10-31,297.769989,311.500000,295.049988,301.779999,301.779999,20360300
2018-11-01,304.589996,318.450012,296.670013,317.380005,317.380005,15121500
2018-11-02,318.000000,321.880005,308.329987,309.100006,309.100006,13404600
2018-11-05,311.100006,317.529999,303.739990,315.440002,315.440002,10283000
2018-11-06,314.760010,320.220001,305.299988,310.839996,310.839996,9710400
2018-11-07,312.899994,328.559998,311.000000,327.500000,327.500000,13328300
2018-11-08,328.000000,332.049988,316.609985,317.920013,317.920013,11023900
2018-11-09,311.070007,312.980011,298.010010,303.470001,303.470001,13480800
2018-11-12,300.000000,302.489990,290.630005,294.070007,294.070007,10924800
2018-11-13,295.000000,303.549988,289.100006,294.399994,294.399994,12232200
2018-11-14,300.399994,301.839996,278.299988,286.730011,286.730011,16853600
2018-11-15,285.510010,292.500000,282.160004,290.059998,290.059998,9967100
2018-11-16,287.140015,291.720001,281.000000,286.209991,286.209991,9099500
2018-11-19,283.790009,285.089996,269.149994,270.600006,270.600006,12993800
2018-11-20,254.630005,276.339996,250.000000,266.980011,266.980011,16693800
2018-11-21,274.420013,275.339996,261.510010,262.130005,262.130005,11023000
2018-11-23,260.109985,265.500000,256.839996,258.820007,258.820007,5245100
2018-11-26,260.549988,266.250000,253.800003,261.429993,261.429993,12498600
2018-11-27,259.239990,269.079987,256.140015,266.630005,266.630005,11149500
2018-11-28,271.980011,284.000000,263.339996,282.649994,282.649994,14801300
2018-11-29,282.320007,290.489990,275.500000,288.750000,288.750000,15431500
2018-11-30,288.000000,290.809998,283.059998,286.130005,286.130005,11860100
2018-12-03,293.190002,298.720001,284.579987,290.299988,290.299988,14117400
2018-12-04,288.130005,295.739990,274.720001,275.329987,275.329987,12800600
2018-12-06,268.329987,283.220001,267.140015,282.880005,282.880005,13074300
2018-12-07,282.480011,284.209991,263.380005,265.140015,265.140015,12466700
2018-12-10,264.190002,271.179993,260.609985,269.700012,269.700012,9605600
2018-12-11,274.079987,274.500000,262.760010,265.320007,265.320007,9843200
2018-12-12,267.660004,281.769989,266.480011,274.880005,274.880005,11456700
2018-12-13,277.640015,279.320007,271.850006,276.019989,276.019989,8379300
2018-12-14,271.809998,277.670013,265.000000,266.839996,266.839996,9915300
2018-12-17,266.510010,272.980011,261.079987,262.799988,262.799988,9634700
2018-12-18,263.299988,275.750000,263.290009,270.940002,270.940002,10350100
2018-12-19,269.959991,280.869995,263.769989,266.769989,266.769989,13788400
2018-12-20,264.640015,269.899994,251.880005,260.579987,260.579987,16792900
2018-12-21,263.829987,264.500000,241.289993,246.389999,246.389999,21397600
2018-12-24,242.000000,250.649994,233.679993,233.880005,233.880005,9547600
2018-12-26,233.919998,254.500000,231.229996,253.669998,253.669998,14402700
2018-12-27,250.110001,255.589996,240.100006,255.570007,255.570007,12235200
2018-12-28,257.940002,261.910004,249.800003,256.079987,256.079987,10992800
2018-12-31,260.160004,270.100006,260.000000,267.660004,267.660004,13508900
2019-01-02,259.279999,269.750000,256.579987,267.660004,267.660004,11679500
2019-01-03,270.200012,275.790009,264.429993,271.200012,271.200012,14969600
2019-01-04,281.880005,297.799988,278.540009,297.570007,297.570007,19330100
2019-01-07,302.100006,316.799988,301.649994,315.339996,315.339996,18620100
2019-01-08,319.980011,320.589996,308.010010,320.269989,320.269989,15359200
2019-01-09,317.709991,323.350006,313.500000,319.959991,319.959991,13343200
2019-01-10,314.570007,325.369995,312.500000,324.660004,324.660004,13472500
2019-01-11,330.959991,341.089996,328.519989,337.589996,337.589996,19500400
2019-01-14,334.239990,335.480011,329.130005,332.940002,332.940002,10499600
2019-01-15,349.600006,357.220001,347.000000,354.640015,354.640015,21181200
2019-01-16,354.000000,358.850006,348.109985,351.390015,351.390015,15385500
2019-01-17,349.500000,355.790009,346.410004,353.190002,353.190002,18871200
2019-01-18,351.970001,353.000000,336.730011,339.100006,339.100006,26621000
2019-01-22,334.890015,336.880005,321.029999,325.160004,325.160004,17941400
2019-01-23,328.250000,331.750000,318.600006,321.989990,321.989990,13480100
2019-01-24,320.600006,331.799988,319.000000,326.670013,326.670013,11131600
2019-01-25,328.720001,340.000000,328.510010,338.049988,338.049988,11152900
2019-01-28,334.700012,336.299988,328.880005,335.660004,335.660004,8652100
2019-01-29,335.869995,338.220001,328.149994,328.899994,328.899994,7655200
2019-01-30,332.750000,341.779999,330.799988,340.660004,340.660004,9234500
2019-01-31,339.679993,345.989990,338.089996,339.500000,339.500000,8535500
2019-02-01,337.179993,346.839996,336.500000,339.850006,339.850006,9827800
2019-02-04,342.600006,352.000000,341.299988,351.339996,351.339996,9051400
2019-02-05,353.200012,360.000000,352.899994,355.809998,355.809998,9046600
2019-02-06,357.000000,357.040009,347.190002,352.190002,352.190002,6717700
2019-02-07,347.899994,348.750000,339.019989,344.709991,344.709991,7864500
2019-02-08,338.000000,348.000000,338.000000,347.570007,347.570007,7561400
2019-02-11,350.000000,352.869995,344.809998,345.730011,345.730011,5454900
2019-02-12,348.089996,360.000000,346.519989,359.970001,359.970001,10429400
2019-02-13,357.299988,359.600006,350.279999,351.769989,351.769989,10559100
2019-02-14,351.750000,360.450012,348.329987,359.070007,359.070007,9295300
2019-02-15,358.470001,364.399994,355.500000,356.869995,356.869995,9230000
2019-02-19,355.799988,365.000000,355.320007,361.920013,361.920013,7396600
2019-02-20,364.850006,366.709991,356.700012,359.910004,359.910004,8110700
2019-02-21,360.029999,362.850006,353.880005,356.970001,356.970001,6227900
2019-02-22,360.339996,366.130005,360.049988,363.019989,363.019989,7088200
2019-02-25,367.010010,371.489990,363.790009,363.910004,363.910004,7569300
2019-02-26,362.980011,365.700012,359.329987,364.970001,364.970001,4944600
2019-02-27,363.500000,368.029999,359.799988,362.869995,362.869995,5629900
2019-02-28,362.470001,366.390015,357.709991,358.100006,358.100006,6186800
2019-03-01,362.260010,362.869995,354.690002,357.320007,357.320007,5526500
2019-03-04,359.720001,362.250000,348.040009,351.040009,351.040009,7487000
2019-03-05,351.459991,356.170013,348.250000,354.299988,354.299988,5937800
2019-03-06,353.600006,359.880005,351.700012,359.609985,359.609985,6211900
2019-03-07,360.160004,362.859985,350.500000,352.600006,352.600006,6151300
2019-03-08,345.750000,349.920013,342.470001,349.600006,349.600006,6898800
2019-03-11,352.000000,358.980011,350.029999,358.859985,358.859985,5387300
2019-03-12,359.369995,360.130005,353.799988,356.269989,356.269989,5164600
2019-03-13,355.809998,362.480011,352.769989,361.209991,361.209991,6444100
2019-03-14,360.500000,363.839996,358.100006,358.820007,358.820007,5271400
2019-03-15,361.019989,364.000000,358.890015,361.459991,361.459991,8444500
2019-03-18,362.470001,370.970001,361.859985,363.440002,363.440002,7194700
2019-03-19,366.399994,366.959991,356.799988,358.779999,358.779999,7541400
2019-03-20,358.910004,375.899994,357.010010,375.220001,375.220001,10917200
2019-03-21,374.000000,379.000000,370.609985,377.869995,377.869995,8544000
2019-03-22,375.950012,376.429993,360.040009,361.010010,361.010010,8661300
2019-03-25,359.000000,367.040009,357.440002,366.230011,366.230011,8473800
2019-03-26,367.869995,368.380005,358.019989,359.970001,359.970001,7666500
2019-03-27,361.000000,362.470001,350.369995,353.369995,353.369995,7852400
2019-03-28,354.489990,355.940002,349.200012,354.609985,354.609985,4361000
2019-03-29,357.160004,358.250000,353.709991,356.559998,356.559998,4705600
2019-04-01,359.000000,368.329987,358.510010,366.959991,366.959991,7036100
2019-04-02,366.250000,368.420013,362.220001,367.720001,367.720001,5158700
2019-04-03,369.260010,373.410004,366.190002,369.750000,369.750000,5368900
2019-04-04,370.070007,372.049988,362.399994,367.880005,367.880005,4627300
2019-04-05,369.000000,369.799988,364.660004,365.489990,365.489990,3905500
2019-04-08,365.109985,365.940002,359.929993,361.410004,361.410004,4653800
2019-04-09,360.540009,366.739990,359.000000,364.709991,364.709991,5439200
2019-04-10,365.790009,368.850006,362.250000,363.920013,363.920013,4545600
2019-04-11,365.000000,370.119995,360.809998,367.649994,367.649994,6526900
2019-04-12,360.690002,361.750000,349.359985,351.140015,351.140015,15646200
2019-04-15,350.709991,352.209991,342.269989,348.869995,348.869995,8842300
2019-04-16,355.000000,364.480011,352.720001,359.459991,359.459991,18740200
2019-04-17,365.049988,368.760010,350.600006,354.739990,354.739990,18054100
2019-04-18,355.000000,360.410004,351.640015,360.350006,360.350006,8353200
2019-04-22,359.700012,377.690002,359.000000,377.339996,377.339996,11980500
2019-04-23,375.450012,384.799988,374.709991,381.890015,381.890015,10089800
2019-04-24,381.070007,381.899994,373.269989,374.230011,374.230011,6541900
2019-04-25,374.489990,374.760010,365.700012,368.329987,368.329987,6255500
2019-04-26,368.350006,375.140015,366.239990,374.850006,374.850006,5621900
2019-04-29,373.679993,374.579987,369.119995,371.829987,371.829987,3821700
2019-04-30,369.559998,374.500000,368.350006,370.540009,370.540009,3870100
2019-05-01,374.000000,385.989990,373.170013,378.809998,378.809998,9257300
2019-05-02,378.000000,383.500000,374.510010,379.059998,379.059998,5398200
2019-05-03,381.529999,385.029999,378.269989,385.029999,385.029999,5130300
2019-05-06,377.690002,381.350006,376.000000,378.670013,378.670013,5793100
2019-05-07,377.000000,379.910004,365.809998,370.459991,370.459991,6974900
2019-05-08,367.920013,369.000000,361.359985,364.369995,364.369995,6572000
2019-05-09,360.899994,364.200012,352.750000,362.750000,362.750000,5882600
2019-05-10,361.619995,365.260010,353.059998,361.040009,361.040009,5657100
2019-05-13,352.290009,354.260010,343.100006,345.260010,345.260010,8026700
2019-05-14,348.709991,349.950012,342.500000,345.609985,345.609985,5353000
2019-05-15,343.339996,356.500000,341.390015,354.989990,354.989990,6340100
2019-05-16,356.369995,364.000000,353.940002,359.309998,359.309998,6441500
2019-05-17,356.390015,359.619995,353.790009,354.450012,354.450012,4725400
2019-05-20,351.230011,352.420013,345.399994,348.109985,348.109985,4621500
2019-05-21,350.950012,356.429993,349.929993,354.269989,354.269989,4026400
2019-05-22,358.010010,370.459991,357.299988,359.730011,359.730011,6229400
2019-05-23,355.500000,357.420013,347.700012,352.209991,352.209991,5630400
2019-05-24,355.410004,359.440002,353.790009,354.390015,354.390015,3831000
2019-05-28,354.390015,361.200012,353.649994,355.059998,355.059998,4717100
2019-05-29,353.600006,353.850006,345.899994,349.190002,349.190002,5658900
2019-05-30,350.549988,354.209991,348.299988,351.850006,351.850006,4008000
2019-05-31,347.220001,349.339996,342.920013,343.279999,343.279999,5023400
2019-06-03,343.559998,347.660004,332.649994,336.630005,336.630005,7849600
2019-06-04,345.000000,353.609985,343.250000,353.399994,353.399994,7891600
2019-06-05,354.380005,357.880005,348.709991,355.730011,355.730011,5020100
2019-06-06,354.839996,358.209991,352.089996,357.130005,357.130005,3710000
2019-06-07,357.390015,365.149994,355.690002,360.869995,360.869995,4777300
2019-06-10,363.649994,367.100006,349.290009,352.010010,352.010010,7810300
2019-06-11,355.000000,357.579987,348.500000,351.269989,351.269989,5396700
2019-06-12,351.820007,353.609985,343.230011,345.559998,345.559998,4584700
2019-06-13,347.230011,348.500000,339.250000,343.429993,343.429993,6209300
2019-06-14,341.630005,343.399994,336.160004,339.730011,339.730011,5019000
2019-06-17,342.690002,351.769989,342.059998,350.619995,350.619995,5358200
2019-06-18,355.570007,361.500000,353.750000,357.119995,357.119995,5428500
2019-06-19,361.720001,364.739990,356.119995,363.519989,363.519989,5667200
2019-06-20,365.910004,370.119995,361.220001,365.209991,365.209991,5899500
2019-06-21,365.000000,371.450012,365.000000,369.209991,369.209991,7448400
2019-06-24,370.269989,375.000000,370.200012,371.040009,371.040009,4830200
2019-06-25,370.750000,371.000000,358.290009,360.299988,360.299988,5750400
2019-06-26,361.600006,366.790009,361.600006,362.200012,362.200012,3669700
2019-06-27,363.200012,370.850006,363.200012,370.019989,370.019989,4138600
2019-06-28,370.260010,371.540009,364.869995,367.320007,367.320007,4592700
2019-07-01,373.500000,376.660004,372.000000,374.600006,374.600006,4992600
2019-07-02,374.890015,376.000000,370.309998,375.429993,375.429993,3625000
2019-07-03,376.690002,381.989990,375.839996,381.720001,381.720001,3799000
2019-07-05,378.290009,381.399994,375.559998,380.549988,380.549988,3732200
2019-07-08,378.190002,378.250000,375.359985,376.160004,376.160004,3113400
2019-07-09,379.059998,384.760010,377.500000,379.929993,379.929993,6932800
2019-07-10,382.769989,384.339996,362.679993,381.000000,381.000000,5878800
2019-07-11,381.100006,384.540009,378.799988,379.500000,379.500000,4336300
2019-07-12,378.679993,379.739990,372.790009,373.250000,373.250000,6636900
2019-07-15,372.940002,373.679993,362.299988,366.600006,366.600006,7944700
2019-07-16,370.089996,371.339996,364.920013,365.989990,365.989990,5863200
2019-07-17,366.250000,366.500000,361.750000,362.440002,362.440002,13639500
2019-07-18,323.760010,329.850006,320.299988,325.209991,325.209991,31287100
2019-07-19,323.399994,325.850006,314.230011,315.100006,315.100006,16302500
2019-07-22,312.000000,314.540009,305.809998,310.619995,310.619995,17718000
2019-07-23,311.440002,313.500000,306.000000,307.299988,307.299988,9171100
2019-07-24,310.510010,319.989990,307.250000,317.940002,317.940002,11961800
2019-07-25,318.859985,327.690002,316.299988,326.459991,326.459991,10798500
2019-07-26,328.790009,336.000000,327.500000,335.779999,335.779999,10847500
2019-07-29,335.980011,336.399994,328.769989,332.700012,332.700012,5782800
2019-07-30,329.200012,329.649994,323.230011,325.929993,325.929993,6029300
2019-07-31,325.160004,331.769989,318.529999,322.989990,322.989990,6259500
2019-08-01,324.250000,328.579987,318.739990,319.500000,319.500000,6563200
2019-08-02,317.489990,319.410004,311.799988,318.829987,318.829987,6280300
2019-08-05,310.959991,313.420013,304.679993,307.630005,307.630005,8692500
2019-08-06,310.579987,311.880005,305.299988,310.100006,310.100006,6179100
2019-08-07,302.559998,305.000000,296.809998,304.290009,304.290009,9322400
2019-08-08,311.029999,316.359985,306.630005,315.899994,315.899994,5905900
2019-08-09,313.739990,316.640015,305.679993,308.929993,308.929993,5349100
2019-08-12,305.459991,312.890015,303.239990,310.829987,310.829987,6531700
2019-08-13,309.769989,316.429993,308.160004,312.279999,312.279999,5289400
2019-08-14,308.010010,308.410004,298.010010,299.109985,299.109985,7355800
2019-08-15,299.500000,300.630005,288.000000,295.760010,295.760010,9629200
2019-08-16,298.859985,303.549988,296.269989,302.799988,302.799988,6905800
2019-08-19,306.250000,311.750000,304.750000,309.380005,309.380005,4942200
2019-08-20,304.570007,305.000000,297.679993,298.989990,298.989990,7349900
2019-08-21,301.609985,302.880005,296.200012,297.809998,297.809998,5685400
2019-08-22,298.649994,300.329987,293.149994,296.929993,296.929993,4974200
2019-08-23,295.000000,299.010010,290.320007,291.440002,291.440002,6324900
2019-08-26,295.239990,296.950012,292.500000,294.980011,294.980011,4695700
2019-08-27,294.540009,296.769989,287.200012,291.029999,291.029999,6309400
2019-08-28,289.470001,292.820007,287.750000,291.769989,291.769989,3955700
2019-08-29,295.000000,299.929993,294.989990,296.779999,296.779999,4388500
2019-08-30,298.779999,298.940002,290.850006,293.750000,293.750000,4446400
2019-09-03,290.820007,293.899994,288.059998,289.290009,289.290009,3682800
2019-09-04,291.250000,292.380005,286.510010,291.519989,291.519989,4652500
2019-09-05,285.320007,293.970001,282.790009,293.250000,293.250000,8966800
2019-09-06,293.350006,293.350006,287.029999,290.170013,290.170013,5166600
2019-09-09,294.809998,301.549988,290.600006,294.339996,294.339996,8232700
2019-09-10,291.160004,297.170013,282.660004,287.989990,287.989990,12320200
2019-09-11,285.700012,292.649994,284.609985,288.269989,288.269989,7405900
2019-09-12,288.100006,292.730011,286.600006,288.859985,288.859985,5010900
2019-09-13,290.609985,296.619995,290.040009,294.149994,294.149994,6583100
2019-09-16,294.230011,297.429993,289.779999,294.290009,294.290009,5307400
2019-09-17,294.500000,299.149994,291.790009,298.600006,298.600006,4777100
2019-09-18,294.989990,296.049988,287.450012,291.559998,291.559998,7811100
2019-09-19,291.559998,293.809998,283.399994,286.600006,286.600006,8461300
2019-09-20,280.260010,282.500000,266.000000,270.750000,270.750000,23832800
2019-09-23,268.350006,273.390015,261.890015,265.920013,265.920013,13478600
2019-09-24,262.500000,265.000000,252.279999,254.589996,254.589996,16338200
2019-09-25,255.710007,266.600006,253.699997,264.750000,264.750000,11643800
2019-09-26,266.420013,268.049988,260.200012,263.309998,263.309998,7684000
2019-09-27,266.179993,267.440002,260.390015,263.079987,263.079987,7328300
2019-09-30,264.000000,268.880005,262.779999,267.619995,267.619995,6727200
2019-10-01,267.350006,272.200012,264.029999,269.579987,269.579987,8650300
2019-10-02,263.609985,269.350006,262.190002,268.029999,268.029999,7659100
2019-10-03,267.779999,268.839996,257.010010,268.149994,268.149994,8951000
2019-10-04,268.200012,275.480011,266.470001,272.790009,272.790009,9890400
2019-10-07,271.989990,276.679993,271.279999,274.459991,274.459991,6525600
2019-10-08,273.029999,275.529999,270.640015,270.720001,270.720001,6276400
2019-10-09,270.019989,271.000000,264.570007,267.529999,267.529999,6794400
2019-10-10,265.970001,280.529999,265.029999,280.480011,280.480011,10809100
2019-10-11,284.799988,287.869995,282.339996,282.929993,282.929993,8786100
2019-10-14,283.929993,286.929993,282.000000,285.529999,285.529999,5513200
2019-10-15,283.820007,285.869995,279.399994,284.250000,284.250000,7685600
2019-10-16,283.119995,288.170013,280.739990,286.279999,286.279999,16175900
2019-10-17,304.489990,308.750000,288.299988,293.350006,293.350006,38258900
2019-10-18,289.359985,290.899994,273.359985,275.299988,275.299988,23429900
2019-10-21,272.890015,279.940002,269.000000,278.049988,278.049988,12599200
2019-10-22,271.160004,275.410004,265.799988,266.690002,266.690002,11802400
2019-10-23,268.059998,273.920013,266.630005,271.269989,271.269989,7133500
2019-10-24,271.809998,274.019989,268.799988,271.500000,271.500000,4827400
2019-10-25,270.679993,277.769989,270.179993,276.820007,276.820007,4747800
2019-10-28,278.049988,285.750000,277.350006,281.859985,281.859985,6248400
2019-10-29,281.869995,284.410004,277.549988,281.209991,281.209991,4356200
2019-10-30,284.339996,293.489990,283.000000,291.450012,291.450012,9345600
2019-10-31,291.000000,291.450012,284.779999,287.410004,287.410004,5090000
2019-11-01,288.700012,289.119995,283.019989,286.809998,286.809998,5594300
2019-11-04,288.000000,295.390015,287.160004,292.859985,292.859985,5566200
2019-11-05,289.989990,291.190002,286.309998,288.029999,288.029999,4062400
2019-11-06,288.190002,290.559998,285.839996,288.589996,288.589996,3438300
2019-11-07,290.700012,298.190002,288.269989,289.570007,289.570007,5928500
2019-11-08,288.730011,293.989990,287.510010,291.570007,291.570007,4509000
2019-11-11,289.160004,296.359985,288.500000,294.179993,294.179993,3944300
2019-11-12,295.320007,295.350006,288.700012,292.010010,292.010010,5772800
2019-11-13,291.029999,293.410004,281.140015,283.109985,283.109985,9158900
2019-11-14,283.250000,290.630005,283.220001,289.619995,289.619995,6529000
2019-11-15,290.589996,295.820007,287.570007,295.029999,295.029999,6333800
2019-11-18,296.000000,304.989990,293.279999,302.570007,302.570007,8616600
2019-11-19,304.010010,305.670013,298.519989,302.600006,302.600006,5918000
2019-11-20,301.010010,308.250000,301.000000,305.160004,305.160004,5111800
2019-11-21,306.000000,312.690002,304.260010,311.690002,311.690002,7488400
2019-11-22,309.100006,311.399994,304.410004,310.480011,310.480011,5970100
2019-11-25,308.829987,315.730011,305.250000,315.549988,315.549988,7873900
2019-11-26,315.000000,316.500000,311.690002,312.489990,312.489990,5321000
2019-11-27,313.929993,316.820007,312.750000,315.929993,315.929993,4096900
2019-11-29,315.779999,316.619995,313.339996,314.660004,314.660004,2411700
2019-12-02,314.390015,314.390015,303.750000,309.989990,309.989990,6218800
2019-12-03,302.220001,307.359985,301.880005,306.160004,306.160004,4992800
2019-12-04,308.429993,308.429993,303.269989,304.320007,304.320007,3512100
2019-12-05,305.269989,306.480011,298.809998,302.859985,302.859985,4615500
2019-12-06,304.700012,307.850006,302.600006,307.350006,307.350006,4457800
2019-12-09,307.350006,311.489990,302.440002,302.500000,302.500000,5748400
2019-12-10,296.119995,298.940002,292.019989,293.119995,293.119995,10476100
2019-12-11,294.489990,299.429993,294.200012,298.929993,298.929993,5589800
2019-12-12,295.670013,299.170013,295.059998,298.440002,298.440002,4766600
2019-12-13,298.500000,301.799988,297.250000,298.500000,298.500000,3879700
2019-12-16,300.850006,305.709991,298.630005,304.209991,304.209991,4658900
2019-12-17,307.359985,316.799988,306.600006,315.480011,315.480011,10427100
2019-12-18,316.260010,325.359985,315.600006,320.799988,320.799988,11207400
2019-12-19,324.500000,332.829987,324.179993,332.220001,332.220001,9822300
2019-12-20,335.000000,338.000000,330.600006,336.899994,336.899994,9914900
2019-12-23,337.760010,337.950012,331.019989,333.100006,333.100006,5765300
2019-12-24,334.010010,335.700012,331.600006,333.200012,333.200012,2019300
2019-12-26,334.600006,336.459991,332.010010,332.630005,332.630005,3589900
2019-12-27,332.959991,333.820007,326.010010,329.089996,329.089996,5036100
2019-12-30,329.079987,329.190002,322.859985,323.309998,323.309998,4311500
2019-12-31,322.000000,324.920013,321.089996,323.570007,323.570007,3713300
2020-01-02,326.100006,329.980011,324.779999,329.809998,329.809998,4485800
2020-01-03,326.779999,329.859985,325.529999,325.899994,325.899994,3806900
2020-01-06,323.119995,336.359985,321.200012,335.829987,335.829987,5663100
2020-01-07,336.470001,336.700012,330.299988,330.750000,330.750000,4703200
2020-01-08,331.489990,342.700012,331.049988,339.260010,339.260010,7104500
2020-01-09,342.000000,343.420013,334.609985,335.660004,335.660004,4709300
2020-01-10,337.130005,338.500000,327.269989,329.049988,329.049988,4718300
2020-01-13,331.799988,340.850006,331.510010,338.920013,338.920013,6290000
2020-01-14,344.399994,345.380005,335.519989,338.690002,338.690002,7199400
2020-01-15,338.679993,343.170013,336.600006,339.070007,339.070007,5158000
2020-01-16,343.500000,343.559998,335.850006,338.619995,338.619995,5016000
2020-01-17,341.000000,341.570007,337.380005,339.670013,339.670013,6066500
2020-01-21,340.000000,341.000000,332.589996,338.109985,338.109985,14350300
2020-01-22,332.549988,336.299988,323.600006,326.000000,326.000000,21730000
2020-01-23,326.040009,349.880005,325.010010,349.600006,349.600006,18200300
2020-01-24,348.459991,359.850006,345.880005,353.160004,353.160004,17939700
2020-01-27,345.950012,351.899994,341.019989,342.880005,342.880005,7709500
2020-01-28,345.880005,352.399994,342.779999,348.519989,348.519989,6821600
2020-01-29,349.000000,349.399994,338.549988,343.160004,343.160004,7643500
2020-01-30,341.100006,348.200012,339.250000,347.739990,347.739990,5328100
2020-01-31,347.390015,347.390015,340.980011,345.089996,345.089996,5230000
2020-02-03,347.239990,359.630005,346.279999,358.000000,358.000000,6670600
